job_id	model_key	classifier	condition	label	precision	recall	f1	support	log
542369	bert-large-uncased	prototype	D2.5 (CBDC no-label-select)	negative	0.3881	0.5944	0.4696	1001	candidate/logs/slurm_new_542369.log
542369	bert-large-uncased	prototype	D2.5 (CBDC no-label-select)	neutral	0.5051	0.0699	0.1229	1430	candidate/logs/slurm_new_542369.log
542369	bert-large-uncased	prototype	D2.5 (CBDC no-label-select)	positive	0.3977	0.65	0.4935	1103	candidate/logs/slurm_new_542369.log
542369	bert-large-uncased	prototype	D3 (debias_vl->CBDC)	negative	0.3614	0.5355	0.4316	1001	candidate/logs/slurm_new_542369.log
542369	bert-large-uncased	prototype	D3 (debias_vl->CBDC)	neutral	0.4274	0.2469	0.3129	1430	candidate/logs/slurm_new_542369.log
542369	bert-large-uncased	prototype	D3 (debias_vl->CBDC)	positive	0.4131	0.4587	0.4347	1103	candidate/logs/slurm_new_542369.log
542370	roberta-large	prototype	B1 (raw)	negative	0.2829	0.7333	0.4082	1001	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	B1 (raw)	neutral	0.3876	0.1881	0.2533	1430	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	B1 (raw)	positive	0.3837	0.0852	0.1395	1103	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D1 (debias_vl)	negative	0.3	0.1199	0.1713	1001	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D1 (debias_vl)	neutral	0.3815	0.558	0.4532	1430	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D1 (debias_vl)	positive	0.2985	0.282	0.29	1103	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D2 (CBDC)	negative	0.44	0.011	0.0214	1001	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D2 (CBDC)	neutral	0.4087	0.9622	0.5737	1430	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D2 (CBDC)	positive	0.3662	0.0471	0.0835	1103	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D2.5 (CBDC no-label-select)	negative	0.3548	0.011	0.0213	1001	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D2.5 (CBDC no-label-select)	neutral	0.408	0.9615	0.5729	1430	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D2.5 (CBDC no-label-select)	positive	0.3684	0.0444	0.0793	1103	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D3 (debias_vl->CBDC)	negative	0.2829	0.7333	0.4082	1001	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D3 (debias_vl->CBDC)	neutral	0.3858	0.1867	0.2516	1430	candidate/logs/slurm_new_542370.log
542370	roberta-large	prototype	D3 (debias_vl->CBDC)	positive	0.3806	0.0852	0.1393	1103	candidate/logs/slurm_new_542370.log
542405	bert-large-cased	prototype	B1 (raw)	negative	0.4853	0.1648	0.2461	1001	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	B1 (raw)	neutral	0.3786	0.0545	0.0954	1430	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	B1 (raw)	positive	0.3373	0.9139	0.4928	1103	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D1 (debias_vl)	negative	0.4972	0.3566	0.4154	1001	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D1 (debias_vl)	neutral	0.4446	0.1853	0.2616	1430	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D1 (debias_vl)	positive	0.4099	0.825	0.5477	1103	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D2 (CBDC)	negative	0.4915	0.1728	0.2557	1001	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D2 (CBDC)	neutral	0.3785	0.0566	0.0985	1430	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D2 (CBDC)	positive	0.3383	0.9102	0.4932	1103	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D2.5 (CBDC no-label-select)	negative	0.5133	0.2897	0.3704	1001	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D2.5 (CBDC no-label-select)	neutral	0.3718	0.0203	0.0385	1430	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D2.5 (CBDC no-label-select)	positive	0.3577	0.9374	0.5178	1103	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D3 (debias_vl->CBDC)	negative	0.5156	0.2637	0.349	1001	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D3 (debias_vl->CBDC)	neutral	0.4015	0.0727	0.1231	1430	candidate/logs/slurm_new_542405.log
542405	bert-large-cased	prototype	D3 (debias_vl->CBDC)	positive	0.3616	0.9057	0.5168	1103	candidate/logs/slurm_new_542405.log
542427	qwen25-3b	prototype	B1 (raw)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	B1 (raw)	neutral	0.4062	0.9832	0.5749	1430	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	B1 (raw)	positive	0.3472	0.0227	0.0426	1103	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D1 (debias_vl)	negative	0.3613	0.2068	0.263	1001	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D1 (debias_vl)	neutral	0.4041	0.8042	0.5379	1430	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D1 (debias_vl)	positive	0.3478	0.0363	0.0657	1103	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D2 (CBDC)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D2 (CBDC)	neutral	0.4052	0.9629	0.5704	1430	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D2 (CBDC)	positive	0.3971	0.049	0.0872	1103	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D2.5 (CBDC no-label-select)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D2.5 (CBDC no-label-select)	neutral	0.4037	0.9566	0.5678	1430	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D2.5 (CBDC no-label-select)	positive	0.3793	0.0499	0.0881	1103	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D3 (debias_vl->CBDC)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D3 (debias_vl->CBDC)	neutral	0.4047	0.9231	0.5627	1430	candidate/logs/slurm_new_542427.log
542427	qwen25-3b	prototype	D3 (debias_vl->CBDC)	positive	0.3897	0.0961	0.1542	1103	candidate/logs/slurm_new_542427.log
568012	bert	prototype	B1 (raw)	negative	0.5338	0.4575	0.4927	1001	candidate/logs/slurm_new_568012.log
568012	bert	prototype	B1 (raw)	neutral	0.5123	0.058	0.1043	1430	candidate/logs/slurm_new_568012.log
568012	bert	prototype	B1 (raw)	positive	0.3874	0.883	0.5386	1103	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D1 (debias_vl)	negative	0.4454	0.5784	0.5033	1001	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D1 (debias_vl)	neutral	0.4655	0.5049	0.4844	1430	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D1 (debias_vl)	positive	0.5842	0.3617	0.4468	1103	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D2 (CBDC)	negative	0.5474	0.4555	0.4973	1001	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D2 (CBDC)	neutral	0.4862	0.2587	0.3377	1430	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D2 (CBDC)	positive	0.4284	0.7534	0.5462	1103	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D2.5 (CBDC no-label-select)	negative	0.6547	0.1459	0.2386	1001	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D2.5 (CBDC no-label-select)	neutral	0.437	0.7028	0.5389	1430	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D2.5 (CBDC no-label-select)	positive	0.4629	0.4243	0.4428	1103	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D3 (debias_vl->CBDC)	negative	0.6764	0.2777	0.3938	1001	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D3 (debias_vl->CBDC)	neutral	0.5111	0.0965	0.1624	1430	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D3 (debias_vl->CBDC)	positive	0.3586	0.9275	0.5172	1103	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D4 (adv-discovery->CBDC)	negative	0.524	0.4685	0.4947	1001	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D4 (adv-discovery->CBDC)	neutral	0.5	0.0559	0.1006	1430	candidate/logs/slurm_new_568012.log
568012	bert	prototype	D4 (adv-discovery->CBDC)	positive	0.3913	0.8794	0.5416	1103	candidate/logs/slurm_new_568012.log
568237	qwen25-3b	prototype	B1 (raw)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	B1 (raw)	neutral	0.4062	0.9832	0.5749	1430	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	B1 (raw)	positive	0.3472	0.0227	0.0426	1103	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D1 (debias_vl)	negative	0.3613	0.2068	0.263	1001	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D1 (debias_vl)	neutral	0.4041	0.8042	0.5379	1430	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D1 (debias_vl)	positive	0.3478	0.0363	0.0657	1103	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D2 (CBDC)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D2 (CBDC)	neutral	0.4052	0.9629	0.5704	1430	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D2 (CBDC)	positive	0.3971	0.049	0.0872	1103	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D2.5 (CBDC no-label-select)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D2.5 (CBDC no-label-select)	neutral	0.4037	0.9566	0.5678	1430	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D2.5 (CBDC no-label-select)	positive	0.3793	0.0499	0.0881	1103	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D3 (debias_vl->CBDC)	negative	0.0	0.0	0.0	1001	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D3 (debias_vl->CBDC)	neutral	0.4046	0.9238	0.5627	1430	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D3 (debias_vl->CBDC)	positive	0.3866	0.0943	0.1516	1103	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D4 (adv-discovery->CBDC)	negative	0.1818	0.004	0.0078	1001	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D4 (adv-discovery->CBDC)	neutral	0.4041	0.9902	0.574	1430	candidate/logs/slurm_new_568237.log
568237	qwen25-3b	prototype	D4 (adv-discovery->CBDC)	positive	0.5	0.0036	0.0072	1103	candidate/logs/slurm_new_568237.log
569424	gemma4-26b-it	prototype	B1 (raw)	negative	0.3074	0.6114	0.4091	1001	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	B1 (raw)	neutral	0.4007	0.3797	0.3899	1430	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	B1 (raw)	positive	0.3032	0.0517	0.0883	1103	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D1 (debias_vl)	negative	0.3196	0.5255	0.3974	1001	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D1 (debias_vl)	neutral	0.3952	0.4559	0.4234	1430	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D1 (debias_vl)	positive	0.3319	0.0716	0.1178	1103	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D2 (CBDC)	negative	0.3076	0.4975	0.3802	1001	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D2 (CBDC)	neutral	0.3918	0.4734	0.4288	1430	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D2 (CBDC)	positive	0.2727	0.0462	0.0791	1103	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D2.5 (CBDC no-label-select)	negative	0.3072	0.5325	0.3896	1001	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D2.5 (CBDC no-label-select)	neutral	0.3935	0.4434	0.417	1430	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D2.5 (CBDC no-label-select)	positive	0.2766	0.0471	0.0806	1103	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D3 (debias_vl->CBDC)	negative	0.2915	0.7363	0.4177	1001	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D3 (debias_vl->CBDC)	neutral	0.3673	0.2517	0.2988	1430	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D3 (debias_vl->CBDC)	positive	0.3462	0.0082	0.0159	1103	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D4 (adv-discovery->CBDC)	negative	0.2938	0.7123	0.416	1001	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D4 (adv-discovery->CBDC)	neutral	0.3872	0.2783	0.3238	1430	candidate/logs/slurm_new_569424.log
569424	gemma4-26b-it	prototype	D4 (adv-discovery->CBDC)	positive	0.3291	0.0236	0.044	1103	candidate/logs/slurm_new_569424.log
570011	roberta-large	prototype	B1 (raw)	negative	0.2829	0.7333	0.4082	1001	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	B1 (raw)	neutral	0.3876	0.1881	0.2533	1430	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	B1 (raw)	positive	0.3837	0.0852	0.1395	1103	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D1 (debias_vl)	negative	0.3	0.1199	0.1713	1001	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D1 (debias_vl)	neutral	0.3815	0.558	0.4532	1430	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D1 (debias_vl)	positive	0.2985	0.282	0.29	1103	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D2 (CBDC)	negative	0.4074	0.011	0.0214	1001	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D2 (CBDC)	neutral	0.4081	0.9615	0.573	1430	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D2 (CBDC)	positive	0.3623	0.0453	0.0806	1103	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D2.5 (CBDC no-label-select)	negative	0.4138	0.012	0.0233	1001	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D2.5 (CBDC no-label-select)	neutral	0.4081	0.9629	0.5733	1430	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D2.5 (CBDC no-label-select)	positive	0.374	0.0444	0.0794	1103	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D3 (debias_vl->CBDC)	negative	0.2826	0.7333	0.408	1001	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D3 (debias_vl->CBDC)	neutral	0.386	0.1846	0.2498	1430	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D3 (debias_vl->CBDC)	positive	0.3676	0.0843	0.1372	1103	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D4 (adv-discovery->CBDC)	negative	0.2825	0.7333	0.4079	1001	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D4 (adv-discovery->CBDC)	neutral	0.3853	0.1832	0.2483	1430	candidate/logs/slurm_new_570011.log
570011	roberta-large	prototype	D4 (adv-discovery->CBDC)	positive	0.3633	0.0843	0.1369	1103	candidate/logs/slurm_new_570011.log
570012	bert-large-cased	prototype	B1 (raw)	negative	0.4853	0.1648	0.2461	1001	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	B1 (raw)	neutral	0.3786	0.0545	0.0954	1430	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	B1 (raw)	positive	0.3373	0.9139	0.4928	1103	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D1 (debias_vl)	negative	0.4972	0.3566	0.4154	1001	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D1 (debias_vl)	neutral	0.4446	0.1853	0.2616	1430	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D1 (debias_vl)	positive	0.4099	0.825	0.5477	1103	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D2 (CBDC)	negative	0.4915	0.1728	0.2557	1001	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D2 (CBDC)	neutral	0.3785	0.0566	0.0985	1430	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D2 (CBDC)	positive	0.3383	0.9102	0.4932	1103	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D2.5 (CBDC no-label-select)	negative	0.5114	0.2907	0.3707	1001	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D2.5 (CBDC no-label-select)	neutral	0.3649	0.0189	0.0359	1430	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D2.5 (CBDC no-label-select)	positive	0.358	0.9383	0.5183	1103	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D3 (debias_vl->CBDC)	negative	0.5137	0.2627	0.3477	1001	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D3 (debias_vl->CBDC)	neutral	0.4008	0.0734	0.1241	1430	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D3 (debias_vl->CBDC)	positive	0.3616	0.9048	0.5167	1103	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D4 (adv-discovery->CBDC)	negative	0.4915	0.1738	0.2568	1001	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D4 (adv-discovery->CBDC)	neutral	0.375	0.0545	0.0952	1430	candidate/logs/slurm_new_570012.log
570012	bert-large-cased	prototype	D4 (adv-discovery->CBDC)	positive	0.3385	0.9121	0.4937	1103	candidate/logs/slurm_new_570012.log
