job_id,run_name,status,classifier,model,model_name,input_mode,unfreeze_layers,head_type,loss_name,epochs,pooling,encoder_lr,classifier_lr,data_source,split_regime,uses_fixed_test_csv,train_size,val_size,test_size,val_macro_f1,test_loss,test_macro_f1,test_accuracy,best_epoch,start_phase,use_time_of_tweet,use_age_of_user,use_country,use_cleaned_dataset,use_vader_features,use_afinn_features,label,log_path,command
566056,finbert_linear_raw_vader,complete,linear,finbert,ProsusAI/finbert,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.7132,,0.7340,0.7306,,1,,,,,1,,finbert | linear | vader | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566056.log,python -u run_all.py --classifier linear --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_linear_raw_vader --use_vader_features --start_phase 1
566067,bert_u4_mlp_focal_std_raw_vader,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7748,0.2483,0.7841,0.7810,3,1,,,,,1,,bert | text | L4 | mlp | focal | vader | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566067.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std_raw_vader --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --start_phase 1
566099,bertweet_u12_mlp_ce_std_raw_vader,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.8110,0.5077,0.8059,0.8028,3,1,,,,,1,,bertweet | text | L12 | mlp | cross_entropy | vader | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566099.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std_raw_vader --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --start_phase 1
566140,finbert_u12_mlp_ce_std_raw_vader,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7924,0.4905,0.7903,0.7875,2,1,,,,,1,,finbert | text | L12 | mlp | cross_entropy | vader | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566140.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std_raw_vader --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --start_phase 1
566180,tinyllama_u12_mlp_ce_std_raw_vader,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7969,0.5165,0.8036,0.7999,2,1,,,,,1,,tinyllama | text | L12 | mlp | cross_entropy | vader | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566180.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std_raw_vader --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --start_phase 1
566227,finbert_linear_raw_afinn,complete,linear,finbert,ProsusAI/finbert,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.7160,,0.7240,0.7201,,1,,,,,,1,finbert | linear | afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566227.log,python -u run_all.py --classifier linear --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_linear_raw_afinn --use_afinn_features --start_phase 1
566240,bert_u4_mlp_focal_std_raw_afinn,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7744,0.2502,0.7834,0.7804,4,1,,,,,,1,bert | text | L4 | mlp | focal | afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566240.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std_raw_afinn --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_afinn_features --start_phase 1
566271,bertweet_u12_mlp_ce_std_raw_afinn,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.8056,0.4807,0.8157,0.8130,3,1,,,,,,1,bertweet | text | L12 | mlp | cross_entropy | afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566271.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std_raw_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_afinn_features --start_phase 1
566340,finbert_u12_mlp_ce_std_raw_afinn,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7948,0.5002,0.7985,0.7949,2,1,,,,,,1,finbert | text | L12 | mlp | cross_entropy | afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566340.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std_raw_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_afinn_features --start_phase 1
566399,tinyllama_u12_mlp_ce_std_raw_afinn,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7926,0.4942,0.7943,0.7906,2,1,,,,,,1,tinyllama | text | L12 | mlp | cross_entropy | afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566399.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std_raw_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_afinn_features --start_phase 1
566560,finbert_linear_raw_vader_afinn,complete,linear,finbert,ProsusAI/finbert,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.7233,,0.7344,0.7312,,1,,,,,1,1,finbert | linear | vader+afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566560.log,python -u run_all.py --classifier linear --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_linear_raw_vader_afinn --use_vader_features --use_afinn_features --start_phase 1
566573,bert_u4_mlp_focal_std_raw_vader_afinn,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7698,0.2558,0.7885,0.7858,5,1,,,,,1,1,bert | text | L4 | mlp | focal | vader+afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566573.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std_raw_vader_afinn --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --use_afinn_features --start_phase 1
566637,bertweet_u12_mlp_ce_std_raw_vader_afinn,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7973,0.4876,0.8013,0.7985,1,1,,,,,1,1,bertweet | text | L12 | mlp | cross_entropy | vader+afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566637.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std_raw_vader_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --use_afinn_features --start_phase 1
566699,finbert_u12_mlp_ce_std_raw_vader_afinn,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7882,0.5071,0.7971,0.7937,2,1,,,,,1,1,finbert | text | L12 | mlp | cross_entropy | vader+afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566699.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std_raw_vader_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --use_afinn_features --start_phase 1
566769,tinyllama_u12_mlp_ce_std_raw_vader_afinn,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7972,0.4930,0.8015,0.7977,2,1,,,,,1,1,tinyllama | text | L12 | mlp | cross_entropy | vader+afinn | raw,/home/k/kimsh/cs4248/project/results/slurm_new_566769.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std_raw_vader_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_vader_features --use_afinn_features --start_phase 1
566854,finbert_linear_cleaned_vader,complete,linear,finbert,ProsusAI/finbert,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.7142,,0.7331,0.7301,,1,,,,1,1,,finbert | linear | vader | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_566854.log,python -u run_all.py --classifier linear --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_linear_cleaned_vader --use_cleaned_dataset --use_vader_features --start_phase 1
566883,bert_u4_mlp_focal_std_cleaned_vader,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7740,0.2440,0.7794,0.7765,2,1,,,,1,1,,bert | text | L4 | mlp | focal | vader | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_566883.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std_cleaned_vader --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --start_phase 1
566941,bertweet_u12_mlp_ce_std_cleaned_vader,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.8084,0.4722,0.8077,0.8036,1,1,,,,1,1,,bertweet | text | L12 | mlp | cross_entropy | vader | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_566941.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std_cleaned_vader --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --start_phase 1
566982,finbert_u12_mlp_ce_std_cleaned_vader,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7957,0.5429,0.8005,0.7977,3,1,,,,1,1,,finbert | text | L12 | mlp | cross_entropy | vader | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_566982.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std_cleaned_vader --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --start_phase 1
567037,tinyllama_u12_mlp_ce_std_cleaned_vader,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7993,0.4874,0.7995,0.7963,2,1,,,,1,1,,tinyllama | text | L12 | mlp | cross_entropy | vader | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567037.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std_cleaned_vader --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --start_phase 1
567084,finbert_linear_cleaned_afinn,complete,linear,finbert,ProsusAI/finbert,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.7165,,0.7227,0.7190,,1,,,,1,,1,finbert | linear | afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567084.log,python -u run_all.py --classifier linear --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_linear_cleaned_afinn --use_cleaned_dataset --use_afinn_features --start_phase 1
567093,bert_u4_mlp_focal_std_cleaned_afinn,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7747,0.2551,0.7880,0.7847,4,1,,,,1,,1,bert | text | L4 | mlp | focal | afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567093.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std_cleaned_afinn --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_afinn_features --start_phase 1
567126,bertweet_u12_mlp_ce_std_cleaned_afinn,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.8080,0.4578,0.8045,0.8014,2,1,,,,1,,1,bertweet | text | L12 | mlp | cross_entropy | afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567126.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std_cleaned_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_afinn_features --start_phase 1
567182,finbert_u12_mlp_ce_std_cleaned_afinn,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7934,0.5065,0.8046,0.8016,2,1,,,,1,,1,finbert | text | L12 | mlp | cross_entropy | afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567182.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std_cleaned_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_afinn_features --start_phase 1
567232,tinyllama_u12_mlp_ce_std_cleaned_afinn,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7987,0.5148,0.7999,0.7957,2,1,,,,1,,1,tinyllama | text | L12 | mlp | cross_entropy | afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567232.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std_cleaned_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_afinn_features --start_phase 1
567283,finbert_linear_cleaned_vader_afinn,complete,linear,finbert,ProsusAI/finbert,,,,,,auto,2e-5,1e-4,,fixed_test_csv,1,23358,4122,,0.7241,,0.7357,0.7323,,1,,,,1,1,1,finbert | linear | vader+afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567283.log,python -u run_all.py --classifier linear --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_linear_cleaned_vader_afinn --use_cleaned_dataset --use_vader_features --use_afinn_features --start_phase 1
567294,bert_u4_mlp_focal_std_cleaned_vader_afinn,complete,transformer,bert,bert-base-uncased,text,4,mlp,focal,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7734,0.2392,0.7805,0.7779,3,1,,,,1,1,1,bert | text | L4 | mlp | focal | vader+afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567294.log,python -u run_all.py --classifier transformer --model bert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bert_u4_mlp_focal_std_cleaned_vader_afinn --epochs 5 --unfreeze_layers 4 --input_mode text --head_type mlp --hidden_dim 0 --loss_name focal --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --use_afinn_features --start_phase 1
567329,bertweet_u12_mlp_ce_std_cleaned_vader_afinn,complete,transformer,bertweet,vinai/bertweet-base,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.8075,0.6283,0.8053,0.8022,5,1,,,,1,1,1,bertweet | text | L12 | mlp | cross_entropy | vader+afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567329.log,python -u run_all.py --classifier transformer --model bertweet --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name bertweet_u12_mlp_ce_std_cleaned_vader_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --use_afinn_features --start_phase 1
567367,finbert_u12_mlp_ce_std_cleaned_vader_afinn,complete,transformer,finbert,ProsusAI/finbert,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7923,0.5548,0.7927,0.7898,3,1,,,,1,1,1,finbert | text | L12 | mlp | cross_entropy | vader+afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567367.log,python -u run_all.py --classifier transformer --model finbert --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name finbert_u12_mlp_ce_std_cleaned_vader_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --use_afinn_features --start_phase 1
567414,tinyllama_u12_mlp_ce_std_cleaned_vader_afinn,complete,transformer,tinyllama,TinyLlama/TinyLlama-1.1B-Chat-v1.0,text,12,mlp,cross_entropy,5,auto,2e-5,1e-4,cache_tokens,fixed_test_csv,1,23358,4122,3534,0.7966,0.4890,0.7957,0.7926,2,1,,,,1,1,1,tinyllama | text | L12 | mlp | cross_entropy | vader+afinn | cleaned,/home/k/kimsh/cs4248/project/results/slurm_new_567414.log,python -u run_all.py --classifier transformer --model tinyllama --max_length 128 --embed_batch_size 64 --batch_size 32 --eval_batch_size 64 --encoder_lr 2e-5 --classifier_lr 1e-4 --weight_decay 1e-2 --warmup_ratio 0.1 --pooling auto --dropout 0.1 --run_name tinyllama_u12_mlp_ce_std_cleaned_vader_afinn --epochs 5 --unfreeze_layers 12 --input_mode text --head_type mlp --hidden_dim 0 --loss_name cross_entropy --focal_gamma 1.5 --patience 2 --label_smoothing 0.0 --grad_clip_norm 1.0 --use_cleaned_dataset --use_vader_features --use_afinn_features --start_phase 1
